# Long Lat depth(km) Vs(km/s)
-4.5 50.5 200 4.43338012695
-4 50.5 200 4.43877983093
-3.5 50.5 200 4.450319767
-3 50.5 200 4.47407007217
-2.5 50.5 200 4.50223016739
-2 50.5 200 4.53107023239
-1.5 50.5 200 4.56609010696
-1 50.5 200 4.59741020203
-0.5 50.5 200 4.61646986008
0 50.5 200 4.62931013107
0.5 50.5 200 4.63871002197
1 50.5 200 4.64370012283
1.5 50.5 200 4.63900995255
2 50.5 200 4.63004016876
2.5 50.5 200 4.61719989777
3 50.5 200 4.58372020721
3.5 50.5 200 4.54354000092
4 50.5 200 4.51149988174
4.5 50.5 200 4.48237991333
5 50.5 200 4.45376014709
5.5 50.5 200 4.43409013748
6 50.5 200 4.42845010757
6.5 50.5 200 4.43362998962
7 50.5 200 4.43711996078
7.5 50.5 200 4.44155979156
8 50.5 200 4.44956016541
8.5 50.5 200 4.44595003128
9 50.5 200 4.42671012878
9.5 50.5 200 4.3948302269
10 50.5 200 4.36075019836
10.5 50.5 200 4.3263502121
11 50.5 200 4.29954004288
11.5 50.5 200 4.2852602005
12 50.5 200 4.29338979721
12.5 50.5 200 4.32318019867
13 50.5 200 4.35250997543
13.5 50.5 200 4.36648988724
14 50.5 200 4.36601018906
14.5 50.5 200 4.35644006729
15 50.5 200 4.34616994858
15.5 50.5 200 4.34208011627
16 50.5 200 4.34392023087
16.5 50.5 200 4.34459018707
17 50.5 200 4.34329986572
17.5 50.5 200 4.34814977646
18 50.5 200 4.35844993591
18.5 50.5 200 4.37480020523
19 50.5 200 4.39811992645
19.5 50.5 200 4.42250013351
20 50.5 200 4.44340991974
20.5 50.5 200 4.46487998962
21 50.5 200 4.49214982986
21.5 50.5 200 4.52665996552
22 50.5 200 4.56275987625
22.5 50.5 200 4.59437990189
23 50.5 200 4.61473989487
23.5 50.5 200 4.62576007843
24 50.5 200 4.63091993332
24.5 50.5 200 4.63250017166
25 50.5 200 4.63133001328
25.5 50.5 200 4.62651014328
26 50.5 200 4.61808013916
26.5 50.5 200 4.60706996918
27 50.5 200 4.60170984268
27.5 50.5 200 4.60260009766
28 50.5 200 4.60232019424
28.5 50.5 200 4.59884023666
29 50.5 200 4.59487009048
29.5 50.5 200 4.59152984619
30 50.5 200 4.59078979492
30.5 50.5 200 4.5897397995
31 50.5 200 4.58600997925
31.5 50.5 200 4.57925987244
32 50.5 200 4.56934976578
32.5 50.5 200 4.55734014511
33 50.5 200 4.54620981216
33.5 50.5 200 4.53739023209
34 50.5 200 4.5311498642
34.5 50.5 200 4.52592992783
35 50.5 200 4.52570009232
35.5 50.5 200 4.52686977386
36 50.5 200 4.5242600441
36.5 50.5 200 4.52220010757
37 50.5 200 4.52551984787
37.5 50.5 200 4.53035020828
38 50.5 200 4.53410005569
38.5 50.5 200 4.53830003738
39 50.5 200 4.54418992996
39.5 50.5 200 4.55473995209
40 50.5 200 4.56755018234
-10 50 200 4.43368005753
-9.5 50 200 4.43467998505
-9 50 200 4.43240022659
-8.5 50 200 4.42924022675
-8 50 200 4.42204999924
-7.5 50 200 4.41630983353
-7 50 200 4.41831016541
-6.5 50 200 4.42366981506
-6 50 200 4.43039989471
-5.5 50 200 4.42922019958
-5 50 200 4.42185020447
-4.5 50 200 4.42165994644
-4 50 200 4.424680233
-3.5 50 200 4.43402004242
-3 50 200 4.45679998398
-2.5 50 200 4.48765993118
-2 50 200 4.5182299614
-1.5 50 200 4.55463981628
-1 50 200 4.59057998657
-0.5 50 200 4.61556005478
0 50 200 4.63079977036
0.5 50 200 4.6419801712
1 50 200 4.64819002151
1.5 50 200 4.64651012421
2 50 200 4.64151000977
2.5 50 200 4.62713003159
3 50 200 4.5936498642
3.5 50 200 4.56034994125
4 50 200 4.53459978104
4.5 50 200 4.51116991043
5 50 200 4.48629999161
5.5 50 200 4.46578979492
6 50 200 4.45587015152
6.5 50 200 4.44959020615
7 50 200 4.44481992722
7.5 50 200 4.44664001465
8 50 200 4.44605016708
8.5 50 200 4.43310022354
9 50 200 4.40691995621
9.5 50 200 4.38115978241
10 50 200 4.35816001892
10.5 50 200 4.33268022537
11 50 200 4.31102991104
11.5 50 200 4.2952299118
12 50 200 4.30324983597
12.5 50 200 4.33239984512
13 50 200 4.36414003372
13.5 50 200 4.38413000107
14 50 200 4.38691997528
14.5 50 200 4.37766981125
15 50 200 4.36610984802
15.5 50 200 4.36034011841
16 50 200 4.35508012772
16.5 50 200 4.34386014938
17 50 200 4.32756996155
17.5 50 200 4.31940984726
18 50 200 4.32275009155
18.5 50 200 4.33772993088
19 50 200 4.36129999161
19.5 50 200 4.38372993469
20 50 200 4.40072011948
20.5 50 200 4.41631984711
21 50 200 4.43630981445
21.5 50 200 4.46731996536
22 50 200 4.50368976593
22.5 50 200 4.53779983521
23 50 200 4.56644010544
23.5 50 200 4.58757019043
24 50 200 4.6002202034
24.5 50 200 4.60660982132
25 50 200 4.60561990738
25.5 50 200 4.60062980652
26 50 200 4.59361982346
26.5 50 200 4.59111976624
27 50 200 4.6101899147
27.5 50 200 4.61719989777
28 50 200 4.60893011093
28.5 50 200 4.60595989227
29 50 200 4.60485982895
29.5 50 200 4.60535001755
30 50 200 4.60057020187
30.5 50 200 4.59050989151
31 50 200 4.58058977127
31.5 50 200 4.57075977325
32 50 200 4.5576300621
32.5 50 200 4.54449987411
33 50 200 4.53302001953
33.5 50 200 4.52579021454
34 50 200 4.5218000412
34.5 50 200 4.52207994461
35 50 200 4.52399015427
35.5 50 200 4.51988983154
36 50 200 4.51295995712
36.5 50 200 4.51064014435
37 50 200 4.50985002518
37.5 50 200 4.50730991364
38 50 200 4.50845003128
38.5 50 200 4.51263999939
39 50 200 4.51907014847
39.5 50 200 4.52768993378
40 50 200 4.54017019272
-10 49.5 200 4.42785978317
-9.5 49.5 200 4.43130016327
-9 49.5 200 4.4281001091
-8.5 49.5 200 4.42232990265
-8 49.5 200 4.41468000412
-7.5 49.5 200 4.4053401947
-7 49.5 200 4.40128993988
-6.5 49.5 200 4.40262985229
-6 49.5 200 4.40710020065
-5.5 49.5 200 4.4086098671
-5 49.5 200 4.40732002258
-4.5 49.5 200 4.4113202095
-4 49.5 200 4.41797018051
-3.5 49.5 200 4.42396020889
-3 49.5 200 4.44099998474
-2.5 49.5 200 4.47066020966
-2 49.5 200 4.50272989273
-1.5 49.5 200 4.54300022125
-1 49.5 200 4.58494997025
-0.5 49.5 200 4.61691999435
0 49.5 200 4.63679981232
0.5 49.5 200 4.64899015427
1 49.5 200 4.65450000763
1.5 49.5 200 4.65269994736
2 49.5 200 4.64651012421
2.5 49.5 200 4.63013982773
3 49.5 200 4.59762001038
3.5 49.5 200 4.565969944
4 49.5 200 4.54236984253
4.5 49.5 200 4.52411985397
5 49.5 200 4.50703001022
5.5 49.5 200 4.49809980392
6 49.5 200 4.48888015747
6.5 49.5 200 4.47070980072
7 49.5 200 4.45341014862
7.5 49.5 200 4.44725990295
8 49.5 200 4.43949985504
8.5 49.5 200 4.42705011368
9 49.5 200 4.41020011902
9.5 49.5 200 4.38930988312
10 49.5 200 4.36947011948
10.5 49.5 200 4.35192012787
11 49.5 200 4.34334993362
11.5 49.5 200 4.33655977249
12 49.5 200 4.34546995163
12.5 49.5 200 4.36874008179
13 49.5 200 4.38610982895
13.5 49.5 200 4.39429998398
14 49.5 200 4.39548015594
14.5 49.5 200 4.39084005356
15 49.5 200 4.38816022873
15.5 49.5 200 4.38715982437
16 49.5 200 4.38173007965
16.5 49.5 200 4.36827993393
17 49.5 200 4.3467798233
17.5 49.5 200 4.3229598999
18 49.5 200 4.31282997131
18.5 49.5 200 4.32106018066
19 49.5 200 4.341340065
19.5 49.5 200 4.35927009583
20 49.5 200 4.37317991257
20.5 49.5 200 4.38423013687
21 49.5 200 4.3964600563
21.5 49.5 200 4.41919994354
22 49.5 200 4.45074987411
22.5 49.5 200 4.48330020905
23 49.5 200 4.5129699707
23.5 49.5 200 4.53662014008
24 49.5 200 4.55465984344
24.5 49.5 200 4.56371021271
25 49.5 200 4.56852006912
25.5 49.5 200 4.56934022903
26 49.5 200 4.56677007675
26.5 49.5 200 4.58304977417
27 49.5 200 4.62538003922
27.5 49.5 200 4.63653993607
28 49.5 200 4.63473987579
28.5 49.5 200 4.62529993057
29 49.5 200 4.61526012421
29.5 49.5 200 4.60163021088
30 49.5 200 4.58535003662
30.5 49.5 200 4.56976985931
31 49.5 200 4.56047010422
31.5 49.5 200 4.54847002029
32 49.5 200 4.53497982025
32.5 49.5 200 4.52506017685
33 49.5 200 4.52073001862
33.5 49.5 200 4.51962995529
34 49.5 200 4.52147006989
34.5 49.5 200 4.52502012253
35 49.5 200 4.52202987671
35.5 49.5 200 4.51252985001
36 49.5 200 4.5059299469
36.5 49.5 200 4.49947977066
37 49.5 200 4.4885802269
37.5 49.5 200 4.4801402092
38 49.5 200 4.47791004181
38.5 49.5 200 4.47984981537
39 49.5 200 4.48730993271
39.5 49.5 200 4.50041007996
40 49.5 200 4.51468992233
-10 49 200 4.42359018326
-9.5 49 200 4.43278980255
-9 49 200 4.43234014511
-8.5 49 200 4.42383003235
-8 49 200 4.41712999344
-7.5 49 200 4.40797996521
-7 49 200 4.39955997467
-6.5 49 200 4.39243984222
-6 49 200 4.38774013519
-5.5 49 200 4.38859987259
-5 49 200 4.39616012573
-4.5 49 200 4.40372991562
-4 49 200 4.410779953
-3.5 49 200 4.41666984558
-3 49 200 4.43114995956
-2.5 49 200 4.45781993866
-2 49 200 4.48842000961
-1.5 49 200 4.52792978287
-1 49 200 4.56959009171
-0.5 49 200 4.6012301445
0 49 200 4.62145996094
0.5 49 200 4.63371992111
1 49 200 4.63881015778
1.5 49 200 4.63925981522
2 49 200 4.63824987411
2.5 49 200 4.62817001343
3 49 200 4.60646009445
3.5 49 200 4.58352994919
4 49 200 4.56078004837
4.5 49 200 4.54139995575
5 49 200 4.53163003922
5.5 49 200 4.53750991821
6 49 200 4.52903985977
6.5 49 200 4.50409984589
7 49 200 4.47574996948
7.5 49 200 4.46088981628
8 49 200 4.44974994659
8.5 49 200 4.44335985184
9 49 200 4.43653011322
9.5 49 200 4.42708015442
10 49 200 4.41390991211
10.5 49 200 4.39505004883
11 49 200 4.37822008133
11.5 49 200 4.37105989456
12 49 200 4.38261985779
12.5 49 200 4.39924001694
13 49 200 4.40402984619
13.5 49 200 4.39912986755
14 49 200 4.38695001602
14.5 49 200 4.37897014618
15 49 200 4.36895990372
15.5 49 200 4.36256980896
16 49 200 4.35960006714
16.5 49 200 4.35506010056
17 49 200 4.34804010391
17.5 49 200 4.34085988998
18 49 200 4.34049987793
18.5 49 200 4.34906005859
19 49 200 4.35981988907
19.5 49 200 4.36909008026
20 49 200 4.37412977219
20.5 49 200 4.3724398613
21 49 200 4.36922979355
21.5 49 200 4.37829017639
22 49 200 4.3982000351
22.5 49 200 4.42853021622
23 49 200 4.46086978912
23.5 49 200 4.4885802269
24 49 200 4.50803995132
24.5 49 200 4.51994991302
25 49 200 4.52743005753
25.5 49 200 4.5311999321
26 49 200 4.54202985764
26.5 49 200 4.59511995316
27 49 200 4.62141990662
27.5 49 200 4.6254901886
28 49 200 4.62356996536
28.5 49 200 4.61972999573
29 49 200 4.61737012863
29.5 49 200 4.61126995087
30 49 200 4.5912899971
30.5 49 200 4.56978988647
31 49 200 4.54345989227
31.5 49 200 4.52432012558
32 49 200 4.5159201622
32.5 49 200 4.51386022568
33 49 200 4.51667022705
33.5 49 200 4.52219009399
34 49 200 4.5273900032
34.5 49 200 4.52646017075
35 49 200 4.51806020737
35.5 49 200 4.51028013229
36 49 200 4.50234985352
36.5 49 200 4.48718976974
37 49 200 4.47185993195
37.5 49 200 4.46400976181
38 49 200 4.45862007141
38.5 49 200 4.45248985291
39 49 200 4.45237016678
39.5 49 200 4.46120023727
40 49 200 4.47551012039
-10 48.5 200 4.42540979385
-9.5 48.5 200 4.43926000595
-9 48.5 200 4.44223022461
-8.5 48.5 200 4.43101978302
-8 48.5 200 4.42133998871
-7.5 48.5 200 4.41387987137
-7 48.5 200 4.4048500061
-6.5 48.5 200 4.39196014404
-6 48.5 200 4.382999897
-5.5 48.5 200 4.37995004654
-5 48.5 200 4.38023996353
-4.5 48.5 200 4.3863902092
-4 48.5 200 4.39799976349
-3.5 48.5 200 4.4091501236
-3 48.5 200 4.4266500473
-2.5 48.5 200 4.4523100853
-2 48.5 200 4.47994995117
-1.5 48.5 200 4.51106023788
-1 48.5 200 4.54364013672
-0.5 48.5 200 4.57215023041
0 48.5 200 4.59464979172
0.5 48.5 200 4.61031007767
1 48.5 200 4.61777019501
1.5 48.5 200 4.6245598793
2 48.5 200 4.6314201355
2.5 48.5 200 4.62939977646
3 48.5 200 4.61994981766
3.5 48.5 200 4.60418987274
4 48.5 200 4.58014011383
4.5 48.5 200 4.55389022827
5 48.5 200 4.54014015198
5.5 48.5 200 4.54346990585
6 48.5 200 4.53783988953
6.5 48.5 200 4.51865005493
7 48.5 200 4.49348020554
7.5 48.5 200 4.47529983521
8 48.5 200 4.46295976639
8.5 48.5 200 4.4628200531
9 48.5 200 4.46597003937
9.5 48.5 200 4.4567399025
10 48.5 200 4.43165016174
10.5 48.5 200 4.412129879
11 48.5 200 4.40249013901
11.5 48.5 200 4.39454984665
12 48.5 200 4.39300012589
12.5 48.5 200 4.39537000656
13 48.5 200 4.39437007904
13.5 48.5 200 4.38459014893
14 48.5 200 4.3699297905
14.5 48.5 200 4.36164999008
15 48.5 200 4.36257982254
15.5 48.5 200 4.35739994049
16 48.5 200 4.35114002228
16.5 48.5 200 4.34850978851
17 48.5 200 4.34633016586
17.5 48.5 200 4.34287977219
18 48.5 200 4.35517978668
18.5 48.5 200 4.37493991852
19 48.5 200 4.38592004776
19.5 48.5 200 4.38496017456
20 48.5 200 4.37569999695
20.5 48.5 200 4.36484003067
21 48.5 200 4.36051988602
21.5 48.5 200 4.36942005157
22 48.5 200 4.38650989532
22.5 48.5 200 4.41094017029
23 48.5 200 4.43101978302
23.5 48.5 200 4.44368982315
24 48.5 200 4.44926977158
24.5 48.5 200 4.45706987381
25 48.5 200 4.47187995911
25.5 48.5 200 4.49018001556
26 48.5 200 4.533659935
26.5 48.5 200 4.58451986313
27 48.5 200 4.60066986084
27.5 48.5 200 4.61116981506
28 48.5 200 4.6166601181
28.5 48.5 200 4.61915016174
29 48.5 200 4.61356019974
29.5 48.5 200 4.59737014771
30 48.5 200 4.57524013519
30.5 48.5 200 4.55782985687
31 48.5 200 4.54279994965
31.5 48.5 200 4.53117990494
32 48.5 200 4.52500009537
32.5 48.5 200 4.51641988754
33 48.5 200 4.51873016357
33.5 48.5 200 4.5286898613
34 48.5 200 4.53453016281
34.5 48.5 200 4.5322098732
35 48.5 200 4.52580022812
35.5 48.5 200 4.51703977585
36 48.5 200 4.49851989746
36.5 48.5 200 4.4781498909
37 48.5 200 4.46576023102
37.5 48.5 200 4.45772981644
38 48.5 200 4.44957017899
38.5 48.5 200 4.44446992874
39 48.5 200 4.44406986237
39.5 48.5 200 4.44455003738
40 48.5 200 4.44782018661
-10 48 200 4.43688011169
-9.5 48 200 4.44804000854
-9 48 200 4.45278978348
-8.5 48 200 4.43970012665
-8 48 200 4.42933988571
-7.5 48 200 4.42442989349
-7 48 200 4.41698980331
-6.5 48 200 4.40611982346
-6 48 200 4.39851999283
-5.5 48 200 4.39068984985
-5 48 200 4.38206005096
-4.5 48 200 4.38326978683
-4 48 200 4.39064979553
-3.5 48 200 4.40062999725
-3 48 200 4.41898012161
-2.5 48 200 4.44575023651
-2 48 200 4.47267007828
-1.5 48 200 4.49528980255
-1 48 200 4.51909017563
-0.5 48 200 4.54456996918
0 48 200 4.56991004944
0.5 48 200 4.59044981003
1 48 200 4.60468006134
1.5 48 200 4.61786985397
2 48 200 4.62955999374
2.5 48 200 4.63460016251
3 48 200 4.6399102211
3.5 48 200 4.63530015945
4 48 200 4.61687994003
4.5 48 200 4.58614015579
5 48 200 4.55924987793
5.5 48 200 4.54732990265
6 48 200 4.53890991211
6.5 48 200 4.52673006058
7 48 200 4.50774002075
7.5 48 200 4.49545001984
8 48 200 4.48856019974
8.5 48 200 4.49442005157
9 48 200 4.49564981461
9.5 48 200 4.47999000549
10 48 200 4.45412015915
10.5 48 200 4.43304014206
11 48 200 4.42289018631
11.5 48 200 4.41712999344
12 48 200 4.40832996368
12.5 48 200 4.39862012863
13 48 200 4.38587999344
13.5 48 200 4.3595199585
14 48 200 4.33255004883
14.5 48 200 4.31802988052
15 48 200 4.31546020508
15.5 48 200 4.31838989258
16 48 200 4.32320976257
16.5 48 200 4.32371997833
17 48 200 4.32201004028
17.5 48 200 4.33398008347
18 48 200 4.35981988907
18.5 48 200 4.38593006134
19 48 200 4.40298986435
19.5 48 200 4.40293979645
20 48 200 4.38381004333
20.5 48 200 4.36349010468
21 48 200 4.3626499176
21.5 48 200 4.37588977814
22 48 200 4.39492988586
22.5 48 200 4.4131398201
23 48 200 4.42136001587
23.5 48 200 4.41657018661
24 48 200 4.41188001633
24.5 48 200 4.41710996628
25 48 200 4.43217992783
25.5 48 200 4.46225976944
26 48 200 4.5222902298
26.5 48 200 4.55594015121
27 48 200 4.58421993256
27.5 48 200 4.60312986374
28 48 200 4.61356019974
28.5 48 200 4.61417007446
29 48 200 4.60384988785
29.5 48 200 4.5853099823
30 48 200 4.565969944
30.5 48 200 4.54676008224
31 48 200 4.53272008896
31.5 48 200 4.52634000778
32 48 200 4.5291800499
32.5 48 200 4.53585004807
33 48 200 4.5411901474
33.5 48 200 4.54595994949
34 48 200 4.53807020187
34.5 48 200 4.53497982025
35 48 200 4.53273010254
35.5 48 200 4.52152013779
36 48 200 4.50249004364
36.5 48 200 4.48726987839
37 48 200 4.47496986389
37.5 48 200 4.46299982071
38 48 200 4.45355987549
38.5 48 200 4.45083999634
39 48 200 4.44916009903
39.5 48 200 4.44810009003
40 48 200 4.44912004471
-10 47.5 200 4.44258022308
-9.5 47.5 200 4.44710016251
-9 47.5 200 4.44923019409
-8.5 47.5 200 4.43954992294
-8 47.5 200 4.43468999863
-7.5 47.5 200 4.43277978897
-7 47.5 200 4.42792987823
-6.5 47.5 200 4.41807985306
-6 47.5 200 4.40738010406
-5.5 47.5 200 4.39681005478
-5 47.5 200 4.38538980484
-4.5 47.5 200 4.38009023666
-4 47.5 200 4.3800702095
-3.5 47.5 200 4.38779020309
-3 47.5 200 4.41194009781
-2.5 47.5 200 4.44851016998
-2 47.5 200 4.47957992554
-1.5 47.5 200 4.50026988983
-1 47.5 200 4.52093982697
-0.5 47.5 200 4.54102993011
0 47.5 200 4.55978012085
0.5 47.5 200 4.57694005966
1 47.5 200 4.59200000763
1.5 47.5 200 4.60188007355
2 47.5 200 4.61027002335
2.5 47.5 200 4.61885023117
3 47.5 200 4.63051986694
3.5 47.5 200 4.63415002823
4 47.5 200 4.62400007248
4.5 47.5 200 4.59551000595
5 47.5 200 4.56859016418
5.5 47.5 200 4.55402994156
6 47.5 200 4.54891014099
6.5 47.5 200 4.53573989868
7 47.5 200 4.51785993576
7.5 47.5 200 4.51171016693
8 47.5 200 4.50731992722
8.5 47.5 200 4.50762987137
9 47.5 200 4.50092983246
9.5 47.5 200 4.48102998734
10 47.5 200 4.45394992828
10.5 47.5 200 4.43685007095
11 47.5 200 4.43084001541
11.5 47.5 200 4.4300699234
12 47.5 200 4.42791986465
12.5 47.5 200 4.42546987534
13 47.5 200 4.42018985748
13.5 47.5 200 4.39801979065
14 47.5 200 4.36940002441
14.5 47.5 200 4.33728981018
15 47.5 200 4.30710983276
15.5 47.5 200 4.29933977127
16 47.5 200 4.3074297905
16.5 47.5 200 4.31344985962
17 47.5 200 4.31424999237
17.5 47.5 200 4.3199300766
18 47.5 200 4.33705997467
18.5 47.5 200 4.36241006851
19 47.5 200 4.38890981674
19.5 47.5 200 4.40095996857
20 47.5 200 4.39788007736
20.5 47.5 200 4.39254999161
21 47.5 200 4.39683008194
21.5 47.5 200 4.40769004822
22 47.5 200 4.41420984268
22.5 47.5 200 4.41103982925
23 47.5 200 4.39952993393
23.5 47.5 200 4.3814201355
24 47.5 200 4.37215995789
24.5 47.5 200 4.38347005844
25 47.5 200 4.42050981522
25.5 47.5 200 4.48529005051
26 47.5 200 4.53446006775
26.5 47.5 200 4.56016016006
27 47.5 200 4.58444976807
27.5 47.5 200 4.60081005096
28 47.5 200 4.60684013367
28.5 47.5 200 4.60395002365
29 47.5 200 4.59227991104
29.5 47.5 200 4.57359981537
30 47.5 200 4.54779005051
30.5 47.5 200 4.52219009399
31 47.5 200 4.51242017746
31.5 47.5 200 4.51810979843
32 47.5 200 4.52902984619
32.5 47.5 200 4.53834009171
33 47.5 200 4.54380989075
33.5 47.5 200 4.55137014389
34 47.5 200 4.55953979492
34.5 47.5 200 4.5625
35 47.5 200 4.54781007767
35.5 47.5 200 4.52080011368
36 47.5 200 4.50724983215
36.5 47.5 200 4.4974398613
37 47.5 200 4.49034976959
37.5 47.5 200 4.48261022568
38 47.5 200 4.47621011734
38.5 47.5 200 4.46832990646
39 47.5 200 4.46165990829
39.5 47.5 200 4.45915985107
40 47.5 200 4.45765018463
-10 47 200 4.42638015747
-9.5 47 200 4.426030159
-9 47 200 4.43176984787
-8.5 47 200 4.43460988998
-8 47 200 4.4379901886
-7.5 47 200 4.44265985489
-7 47 200 4.44619989395
-6.5 47 200 4.43854999542
-6 47 200 4.42417001724
-5.5 47 200 4.40965986252
-5 47 200 4.39312982559
-4.5 47 200 4.38165998459
-4 47 200 4.38122987747
-3.5 47 200 4.38977003098
-3 47 200 4.41622018814
-2.5 47 200 4.4562997818
-2 47 200 4.48912000656
-1.5 47 200 4.50843000412
-1 47 200 4.52519989014
-0.5 47 200 4.53964996338
0 47 200 4.54972982407
0.5 47 200 4.55784988403
1 47 200 4.56434011459
1.5 47 200 4.56573009491
2 47 200 4.56674003601
2.5 47 200 4.5745100975
3 47 200 4.58837985992
3.5 47 200 4.59951019287
4 47 200 4.60256004333
4.5 47 200 4.59788990021
5 47 200 4.58910989761
5.5 47 200 4.58043003082
6 47 200 4.57398986816
6.5 47 200 4.55743980408
7 47 200 4.53670978546
7.5 47 200 4.52729988098
8 47 200 4.52710008621
8.5 47 200 4.53676986694
9 47 200 4.52522993088
9.5 47 200 4.49439001083
10 47 200 4.4685997963
10.5 47 200 4.46477985382
11 47 200 4.47414016724
11.5 47 200 4.49291992188
12 47 200 4.49109983444
12.5 47 200 4.47596979141
13 47 200 4.46093988419
13.5 47 200 4.43205976486
14 47 200 4.41049003601
14.5 47 200 4.38667011261
15 47 200 4.36693000793
15.5 47 200 4.35888004303
16 47 200 4.35193014145
16.5 47 200 4.3367099762
17 47 200 4.32554006577
17.5 47 200 4.32388019562
18 47 200 4.33749008179
18.5 47 200 4.36248016357
19 47 200 4.38130998611
19.5 47 200 4.39081001282
20 47 200 4.39376020432
20.5 47 200 4.3968501091
21 47 200 4.40197992325
21.5 47 200 4.40737009048
22 47 200 4.40153980255
22.5 47 200 4.39331007004
23 47 200 4.381939888
23.5 47 200 4.36679983139
24 47 200 4.36296987534
24.5 47 200 4.37663984299
25 47 200 4.42446994781
25.5 47 200 4.49427986145
26 47 200 4.53497982025
26.5 47 200 4.570789814
27 47 200 4.59527015686
27.5 47 200 4.60407018661
28 47 200 4.60288000107
28.5 47 200 4.59545993805
29 47 200 4.58353996277
29.5 47 200 4.56040000916
30 47 200 4.52940988541
30.5 47 200 4.50558996201
31 47 200 4.49968004227
31.5 47 200 4.50394010544
32 47 200 4.51283979416
32.5 47 200 4.52446985245
33 47 200 4.53993988037
33.5 47 200 4.55463981628
34 47 200 4.56442022324
34.5 47 200 4.56578016281
35 47 200 4.5579199791
35.5 47 200 4.54791021347
36 47 200 4.53784990311
36.5 47 200 4.51523017883
37 47 200 4.49666976929
37.5 47 200 4.49230003357
38 47 200 4.49275016785
38.5 47 200 4.49098014832
39 47 200 4.48649978638
39.5 47 200 4.47726011276
40 47 200 4.46656990051
-10 46.5 200 4.41377019882
-9.5 46.5 200 4.41270017624
-9 46.5 200 4.42385005951
-8.5 46.5 200 4.4340801239
-8 46.5 200 4.44371986389
-7.5 46.5 200 4.45037984848
-7 46.5 200 4.45618009567
-6.5 46.5 200 4.44949007034
-6 46.5 200 4.43582010269
-5.5 46.5 200 4.42541980743
-5 46.5 200 4.41193008423
-4.5 46.5 200 4.40655994415
-4 46.5 200 4.41682004929
-3.5 46.5 200 4.42936992645
-3 46.5 200 4.44798994064
-2.5 46.5 200 4.47479009628
-2 46.5 200 4.49822998047
-1.5 46.5 200 4.51554012299
-1 46.5 200 4.53177976608
-0.5 46.5 200 4.5408000946
0 46.5 200 4.539539814
0.5 46.5 200 4.5361199379
1 46.5 200 4.53570985794
1.5 46.5 200 4.53413009644
2 46.5 200 4.53072977066
2.5 46.5 200 4.53041982651
3 46.5 200 4.53600978851
3.5 46.5 200 4.54519987106
4 46.5 200 4.55575990677
4.5 46.5 200 4.57076978683
5 46.5 200 4.57884979248
5.5 46.5 200 4.57568979263
6 46.5 200 4.57034015656
6.5 46.5 200 4.55287981033
7 46.5 200 4.53549003601
7.5 46.5 200 4.54028987885
8 46.5 200 4.55616998672
8.5 46.5 200 4.57284021378
9 46.5 200 4.56632995605
9.5 46.5 200 4.54368019104
10 46.5 200 4.53364992142
10.5 46.5 200 4.52687978745
11 46.5 200 4.53184986115
11.5 46.5 200 4.53659009933
12 46.5 200 4.52570009232
12.5 46.5 200 4.5070400238
13 46.5 200 4.49327993393
13.5 46.5 200 4.4711098671
14 46.5 200 4.45125007629
14.5 46.5 200 4.42698001862
15 46.5 200 4.41143989563
15.5 46.5 200 4.41355991364
16 46.5 200 4.40447998047
16.5 46.5 200 4.38306999207
17 46.5 200 4.36709976196
17.5 46.5 200 4.34792995453
18 46.5 200 4.3476099968
18.5 46.5 200 4.36274003983
19 46.5 200 4.37579011917
19.5 46.5 200 4.37859010696
20 46.5 200 4.37948989868
20.5 46.5 200 4.3780298233
21 46.5 200 4.37482023239
21.5 46.5 200 4.3655500412
22 46.5 200 4.35158014297
22.5 46.5 200 4.34298992157
23 46.5 200 4.33913993835
23.5 46.5 200 4.34277009964
24 46.5 200 4.3571600914
24.5 46.5 200 4.39413976669
25 46.5 200 4.46277999878
25.5 46.5 200 4.50966978073
26 46.5 200 4.54497003555
26.5 46.5 200 4.5713801384
27 46.5 200 4.58379983902
27.5 46.5 200 4.58452987671
28 46.5 200 4.58071994781
28.5 46.5 200 4.57418012619
29 46.5 200 4.56317996979
29.5 46.5 200 4.54053020477
30 46.5 200 4.5158700943
30.5 46.5 200 4.50271987915
31 46.5 200 4.49898004532
31.5 46.5 200 4.50092983246
32 46.5 200 4.50755977631
32.5 46.5 200 4.51915979385
33 46.5 200 4.53451013565
33.5 46.5 200 4.54847002029
34 46.5 200 4.55979013443
34.5 46.5 200 4.56422996521
35 46.5 200 4.56071996689
35.5 46.5 200 4.55476999283
36 46.5 200 4.54534006119
36.5 46.5 200 4.52850008011
37 46.5 200 4.51115989685
37.5 46.5 200 4.50200986862
38 46.5 200 4.49661016464
38.5 46.5 200 4.49666976929
39 46.5 200 4.49342012405
39.5 46.5 200 4.4856801033
40 46.5 200 4.47645998001
-10 46 200 4.4132399559
-9.5 46 200 4.41211986542
-9 46 200 4.42177009583
-8.5 46 200 4.43645000458
-8 46 200 4.45166015625
-7.5 46 200 4.46050977707
-7 46 200 4.46569013596
-6.5 46 200 4.46269989014
-6 46 200 4.45819997787
-5.5 46 200 4.45851993561
-5 46 200 4.44909000397
-4.5 46 200 4.44641017914
-4 46 200 4.45892000198
-3.5 46 200 4.47100019455
-3 46 200 4.48679018021
-2.5 46 200 4.50437021255
-2 46 200 4.51605987549
-1.5 46 200 4.52363014221
