# Long Lat depth(km) Vs(km/s)
-1 46 200 4.53389978409
-0.5 46 200 4.53807020187
0 46 200 4.53011989594
0.5 46 200 4.52129983902
1 46 200 4.51862001419
1.5 46 200 4.51500988007
2 46 200 4.50468015671
2.5 46 200 4.49101018906
3 46 200 4.48307991028
3.5 46 200 4.48124980927
4 46 200 4.48739004135
4.5 46 200 4.50652980804
5 46 200 4.5207901001
5.5 46 200 4.53472995758
6 46 200 4.55188989639
6.5 46 200 4.54407978058
7 46 200 4.53778982162
7.5 46 200 4.56548976898
8 46 200 4.60285997391
8.5 46 200 4.6199798584
9 46 200 4.60818004608
9.5 46 200 4.59290981293
10 46 200 4.58137989044
10.5 46 200 4.54378986359
11 46 200 4.51161003113
11.5 46 200 4.49857997894
12 46 200 4.48739004135
12.5 46 200 4.47737979889
13 46 200 4.46772003174
13.5 46 200 4.4524102211
14 46 200 4.43903017044
14.5 46 200 4.44309997559
15 46 200 4.46026992798
15.5 46 200 4.46417999268
16 46 200 4.44327020645
16.5 46 200 4.42209005356
17 46 200 4.39950990677
17.5 46 200 4.37396001816
18 46 200 4.36042022705
18.5 46 200 4.35343980789
19 46 200 4.35696983337
19.5 46 200 4.37028980255
20 46 200 4.36561012268
20.5 46 200 4.34272003174
21 46 200 4.31684017181
21.5 46 200 4.30960988998
22 46 200 4.31336021423
22.5 46 200 4.3150100708
23 46 200 4.32154989243
23.5 46 200 4.33511018753
24 46 200 4.35730981827
24.5 46 200 4.40454006195
25 46 200 4.46050977707
25.5 46 200 4.49787998199
26 46 200 4.53452014923
26.5 46 200 4.55805015564
27 46 200 4.56232023239
27.5 46 200 4.55720996857
28 46 200 4.55130004883
28.5 46 200 4.54254007339
29 46 200 4.53118991852
29.5 46 200 4.51469993591
30 46 200 4.50384998322
30.5 46 200 4.49886989594
31 46 200 4.49656009674
31.5 46 200 4.49892997742
32 46 200 4.50513982773
32.5 46 200 4.51472997665
33 46 200 4.52541017532
33.5 46 200 4.53549003601
34 46 200 4.54757022858
34.5 46 200 4.55732011795
35 46 200 4.56096982956
35.5 46 200 4.55459022522
36 46 200 4.54040002823
36.5 46 200 4.52433013916
37 46 200 4.51321983337
37.5 46 200 4.50699996948
38 46 200 4.50450992584
38.5 46 200 4.4964799881
39 46 200 4.48203992844
39.5 46 200 4.47316980362
40 46 200 4.47040987015
-10 45.5 200 4.42244005203
-9.5 45.5 200 4.4236998558
-9 45.5 200 4.43214988708
-8.5 45.5 200 4.44675016403
-8 45.5 200 4.46449995041
-7.5 45.5 200 4.474629879
-7 45.5 200 4.47985982895
-6.5 45.5 200 4.47904014587
-6 45.5 200 4.47267007828
-5.5 45.5 200 4.47067022324
-5 45.5 200 4.46578979492
-4.5 45.5 200 4.46381998062
-4 45.5 200 4.47742986679
-3.5 45.5 200 4.49617004395
-3 45.5 200 4.50710010529
-2.5 45.5 200 4.50579977036
-2 45.5 200 4.5015501976
-1.5 45.5 200 4.50274991989
-1 45.5 200 4.51391983032
-0.5 45.5 200 4.52471017838
0 45.5 200 4.52696990967
0.5 45.5 200 4.52523994446
1 45.5 200 4.51826000214
1.5 45.5 200 4.50347995758
2 45.5 200 4.47811985016
2.5 45.5 200 4.4508600235
3 45.5 200 4.43326997757
3.5 45.5 200 4.4220199585
4 45.5 200 4.41490983963
4.5 45.5 200 4.42565011978
5 45.5 200 4.44533014297
5.5 45.5 200 4.47685003281
6 45.5 200 4.50691986084
6.5 45.5 200 4.50822019577
7 45.5 200 4.51446008682
7.5 45.5 200 4.5505900383
8 45.5 200 4.60215997696
8.5 45.5 200 4.6357998848
9 45.5 200 4.62792015076
9.5 45.5 200 4.61242008209
10 45.5 200 4.5853099823
10.5 45.5 200 4.52413988113
11 45.5 200 4.48034000397
11.5 45.5 200 4.45999002457
12 45.5 200 4.44910001755
12.5 45.5 200 4.46285009384
13 45.5 200 4.47590017319
13.5 45.5 200 4.44314002991
14 45.5 200 4.39827013016
14.5 45.5 200 4.38254976273
15 45.5 200 4.4031701088
15.5 45.5 200 4.41443014145
16 45.5 200 4.42570018768
16.5 45.5 200 4.44722986221
17 45.5 200 4.43741989136
17.5 45.5 200 4.40943002701
18 45.5 200 4.39503002167
18.5 45.5 200 4.37495994568
19 45.5 200 4.3582201004
19.5 45.5 200 4.35869979858
20 45.5 200 4.34814977646
20.5 45.5 200 4.33337020874
21 45.5 200 4.31371021271
21.5 45.5 200 4.305560112
22 45.5 200 4.31021976471
22.5 45.5 200 4.31824016571
23 45.5 200 4.33226013184
23.5 45.5 200 4.35288000107
24 45.5 200 4.38310003281
24.5 45.5 200 4.43500995636
25 45.5 200 4.46445989609
25.5 45.5 200 4.48828983307
26 45.5 200 4.5152797699
26.5 45.5 200 4.53056001663
27 45.5 200 4.53048992157
27.5 45.5 200 4.52952003479
28 45.5 200 4.53020000458
28.5 45.5 200 4.52456998825
29 45.5 200 4.5105099678
29.5 45.5 200 4.49678993225
30 45.5 200 4.49152994156
30.5 45.5 200 4.48846006393
31 45.5 200 4.4889497757
31.5 45.5 200 4.49426984787
32 45.5 200 4.50166988373
32.5 45.5 200 4.50865983963
33 45.5 200 4.51310014725
33.5 45.5 200 4.51539993286
34 45.5 200 4.5204501152
34.5 45.5 200 4.53161001205
35 45.5 200 4.54137992859
35.5 45.5 200 4.54419994354
36 45.5 200 4.53463983536
36.5 45.5 200 4.52316999435
37 45.5 200 4.51321983337
37.5 45.5 200 4.50653982162
38 45.5 200 4.49846982956
38.5 45.5 200 4.48514986038
39 45.5 200 4.47556018829
39.5 45.5 200 4.47341012955
40 45.5 200 4.46508979797
-10 45 200 4.43233013153
-9.5 45 200 4.43973016739
-9 45 200 4.44692993164
-8.5 45 200 4.45362997055
-8 45 200 4.46788978577
-7.5 45 200 4.47868013382
-7 45 200 4.48242998123
-6.5 45 200 4.48212003708
-6 45 200 4.476749897
-5.5 45 200 4.4781498909
-5 45 200 4.4748301506
-4.5 45 200 4.46953010559
-4 45 200 4.48358011246
-3.5 45 200 4.49963998795
-3 45 200 4.50366020203
-2.5 45 200 4.50061988831
-2 45 200 4.49561023712
-1.5 45 200 4.49162006378
-1 45 200 4.50187015533
-0.5 45 200 4.5193400383
0 45 200 4.53596019745
0.5 45 200 4.54228019714
1 45 200 4.53105020523
1.5 45 200 4.50488996506
2 45 200 4.47141981125
2.5 45 200 4.44182014465
3 45 200 4.42084980011
3.5 45 200 4.39888000488
4 45 200 4.37772989273
4.5 45 200 4.37651014328
5 45 200 4.39151000977
5.5 45 200 4.41698980331
6 45 200 4.4408698082
6.5 45 200 4.46147012711
7 45 200 4.48712015152
7.5 45 200 4.52049016953
8 45 200 4.56100988388
8.5 45 200 4.58659982681
9 45 200 4.5709400177
9.5 45 200 4.56612014771
10 45 200 4.57930994034
10.5 45 200 4.55191993713
11 45 200 4.50222015381
11.5 45 200 4.45968008041
12 45 200 4.43540000916
12.5 45 200 4.44581985474
13 45 200 4.4514298439
13.5 45 200 4.40232992172
14 45 200 4.3397898674
14.5 45 200 4.3104300499
15 45 200 4.32696008682
15.5 45 200 4.35202980042
16 45 200 4.40586996078
16.5 45 200 4.4805598259
17 45 200 4.5222401619
17.5 45 200 4.52508020401
18 45 200 4.50367021561
18.5 45 200 4.45338010788
19 45 200 4.40390014648
19.5 45 200 4.35257005692
20 45 200 4.31418991089
20.5 45 200 4.32063007355
21 45 200 4.34950017929
21.5 45 200 4.34800004959
22 45 200 4.34889984131
22.5 45 200 4.37587976456
23 45 200 4.39514017105
23.5 45 200 4.41158008575
24 45 200 4.43603992462
24.5 45 200 4.46130990982
25 45 200 4.47184991837
25.5 45 200 4.48629999161
26 45 200 4.50244998932
26.5 45 200 4.51057004929
27 45 200 4.51007986069
27.5 45 200 4.5095500946
28 45 200 4.50963020325
28.5 45 200 4.50337982178
29 45 200 4.4931101799
29.5 45 200 4.48438978195
30 45 200 4.48189020157
30.5 45 200 4.4832201004
31 45 200 4.48571014404
31.5 45 200 4.48970985413
32 45 200 4.49610996246
32.5 45 200 4.50310993195
33 45 200 4.5059800148
33.5 45 200 4.50331020355
34 45 200 4.502409935
34.5 45 200 4.50338983536
35 45 200 4.50423002243
35.5 45 200 4.50369977951
36 45 200 4.50648021698
36.5 45 200 4.5088300705
37 45 200 4.51047992706
37.5 45 200 4.50890016556
38 45 200 4.49666976929
38.5 45 200 4.4831700325
39 45 200 4.47499990463
39.5 45 200 4.46882009506
40 45 200 4.45873022079
-10 44.5 200 4.43063020706
-9.5 44.5 200 4.43844985962
-9 44.5 200 4.44611978531
-8.5 44.5 200 4.45172023773
-8 44.5 200 4.46616983414
-7.5 44.5 200 4.4722700119
-7 44.5 200 4.47779989243
-6.5 44.5 200 4.4822602272
-6 44.5 200 4.48415994644
-5.5 44.5 200 4.48689985275
-5 44.5 200 4.4836101532
-4.5 44.5 200 4.47378015518
-4 44.5 200 4.47812986374
-3.5 44.5 200 4.48436021805
-3 44.5 200 4.48642015457
-2.5 44.5 200 4.48728990555
-2 44.5 200 4.48522996902
-1.5 44.5 200 4.48548984528
-1 44.5 200 4.49239015579
-0.5 44.5 200 4.51425981522
0 44.5 200 4.54196977615
0.5 44.5 200 4.55232000351
1 44.5 200 4.53588008881
1.5 44.5 200 4.50710010529
2 44.5 200 4.48008012772
2.5 44.5 200 4.45214986801
3 44.5 200 4.41935014725
3.5 44.5 200 4.39533996582
4 44.5 200 4.37726020813
4.5 44.5 200 4.37405014038
5 44.5 200 4.38316011429
5.5 44.5 200 4.39626979828
6 44.5 200 4.41946983337
6.5 44.5 200 4.45394992828
7 44.5 200 4.48868989944
7.5 44.5 200 4.51747989655
8 44.5 200 4.5376200676
8.5 44.5 200 4.53522014618
9 44.5 200 4.52259016037
9.5 44.5 200 4.5452299118
10 44.5 200 4.58752012253
10.5 44.5 200 4.59210014343
11 44.5 200 4.59349012375
11.5 44.5 200 4.58244991302
12 44.5 200 4.53178977966
12.5 44.5 200 4.461810112
13 44.5 200 4.38213014603
13.5 44.5 200 4.31216001511
14 44.5 200 4.28493976593
14.5 44.5 200 4.3065700531
15 44.5 200 4.34657001495
15.5 44.5 200 4.38519001007
16 44.5 200 4.4504699707
16.5 44.5 200 4.53915023804
17 44.5 200 4.61004018784
17.5 44.5 200 4.6492099762
18 44.5 200 4.63711977005
18.5 44.5 200 4.59562015533
19 44.5 200 4.54198980331
19.5 44.5 200 4.46166992188
20 44.5 200 4.39486980438
20.5 44.5 200 4.38229990005
21 44.5 200 4.38746023178
21.5 44.5 200 4.37290000916
22 44.5 200 4.36322021484
22.5 44.5 200 4.37474012375
23 44.5 200 4.38641023636
23.5 44.5 200 4.40644979477
24 44.5 200 4.44572019577
24.5 44.5 200 4.46426010132
25 44.5 200 4.47197008133
25.5 44.5 200 4.47097015381
26 44.5 200 4.4632101059
26.5 44.5 200 4.45596981049
27 44.5 200 4.45436000824
27.5 44.5 200 4.46882009506
28 44.5 200 4.48822021484
28.5 44.5 200 4.48544979095
29 44.5 200 4.47698020935
29.5 44.5 200 4.47235012054
30 44.5 200 4.47301006317
30.5 44.5 200 4.4786400795
31 44.5 200 4.48671007156
31.5 44.5 200 4.49512004852
32 44.5 200 4.50247001648
32.5 44.5 200 4.50510978699
33 44.5 200 4.49995994568
33.5 44.5 200 4.4930100441
34 44.5 200 4.48767995834
34.5 44.5 200 4.48109006882
35 44.5 200 4.47309017181
35.5 44.5 200 4.47028017044
36 44.5 200 4.47451019287
36.5 44.5 200 4.48111009598
37 44.5 200 4.48947000504
37.5 44.5 200 4.49415016174
38 44.5 200 4.49364995956
38.5 44.5 200 4.49009990692
39 44.5 200 4.48130989075
39.5 44.5 200 4.46806001663
40 44.5 200 4.45616006851
-10 44 200 4.41809988022
-9.5 44 200 4.42698001862
-9 44 200 4.43532991409
-8.5 44 200 4.44652986526
-8 44 200 4.458340168
-7.5 44 200 4.46590995789
-7 44 200 4.47175979614
-6.5 44 200 4.4790802002
-6 44 200 4.48302984238
-5.5 44 200 4.48358011246
-5 44 200 4.47705984116
-4.5 44 200 4.4662899971
-4 44 200 4.47384023666
-3.5 44 200 4.47875976562
-3 44 200 4.47075986862
-2.5 44 200 4.45950984955
-2 44 200 4.45904016495
-1.5 44 200 4.46420001984
-1 44 200 4.47265005112
-0.5 44 200 4.49418020248
0 44 200 4.51964998245
0.5 44 200 4.53076982498
1 44 200 4.52856016159
1.5 44 200 4.51583003998
2 44 200 4.49135017395
2.5 44 200 4.45225000381
3 44 200 4.41999006271
3.5 44 200 4.40710020065
4 44 200 4.40284013748
4.5 44 200 4.4088101387
5 44 200 4.40684986115
5.5 44 200 4.40592002869
6 44 200 4.41982984543
6.5 44 200 4.43723011017
7 44 200 4.4805598259
7.5 44 200 4.53480005264
8 44 200 4.5527100563
8.5 44 200 4.52399015427
9 44 200 4.50338983536
9.5 44 200 4.49621009827
10 44 200 4.50766992569
10.5 44 200 4.58085012436
11 44 200 4.69949007034
11.5 44 200 4.7128200531
12 44 200 4.60355997086
12.5 44 200 4.44089984894
13 44 200 4.30510997772
13.5 44 200 4.25627994537
14 44 200 4.27061986923
14.5 44 200 4.29563999176
15 44 200 4.34932994843
15.5 44 200 4.45674991608
16 44 200 4.57468986511
16.5 44 200 4.66298007965
17 44 200 4.72981977463
17.5 44 200 4.77344989777
18 44 200 4.76501989365
18.5 44 200 4.73757982254
19 44 200 4.68932008743
19.5 44 200 4.60931015015
20 44 200 4.52667999268
20.5 44 200 4.4651799202
21 44 200 4.43777990341
21.5 44 200 4.40362977982
22 44 200 4.36468982697
22.5 44 200 4.34976005554
23 44 200 4.32585000992
23.5 44 200 4.32617998123
24 44 200 4.35528993607
24.5 44 200 4.38322019577
25 44 200 4.41888999939
25.5 44 200 4.44319009781
26 44 200 4.4464597702
26.5 44 200 4.4415102005
27 44 200 4.43847990036
27.5 44 200 4.43736982346
28 44 200 4.44899988174
28.5 44 200 4.45595979691
29 44 200 4.44976997375
29.5 44 200 4.45223999023
30 44 200 4.46406984329
30.5 44 200 4.47722005844
31 44 200 4.48577976227
31.5 44 200 4.49718999863
32 44 200 4.50696992874
32.5 44 200 4.50896978378
33 44 200 4.50449991226
33.5 44 200 4.49560022354
34 44 200 4.47984981537
34.5 44 200 4.45745992661
35 44 200 4.43777990341
35.5 44 200 4.43444013596
36 44 200 4.44339990616
36.5 44 200 4.45562982559
37 44 200 4.46395015717
37.5 44 200 4.47172021866
38 44 200 4.48030996323
38.5 44 200 4.48367977142
39 44 200 4.48073005676
39.5 44 200 4.47279977798
40 44 200 4.46336984634
-10 43.5 200 4.40783023834
-9.5 43.5 200 4.4176697731
-9 43.5 200 4.42621994019
-8.5 43.5 200 4.43984985352
-8 43.5 200 4.45066022873
-7.5 43.5 200 4.45948982239
-7 43.5 200 4.46368980408
-6.5 43.5 200 4.46817016602
-6 43.5 200 4.46470022202
-5.5 43.5 200 4.46162986755
-5 43.5 200 4.46196985245
-4.5 43.5 200 4.46780014038
-4 43.5 200 4.47944021225
-3.5 43.5 200 4.47846984863
-3 43.5 200 4.46216011047
-2.5 43.5 200 4.44765996933
-2 43.5 200 4.44820976257
-1.5 43.5 200 4.45552015305
-1 43.5 200 4.46887016296
-0.5 43.5 200 4.48591995239
0 43.5 200 4.49315023422
0.5 43.5 200 4.50072002411
1 43.5 200 4.51467990875
1.5 43.5 200 4.50060987473
2 43.5 200 4.4742398262
2.5 43.5 200 4.44364976883
3 43.5 200 4.42325019836
3.5 43.5 200 4.41150999069
4 43.5 200 4.41816997528
4.5 43.5 200 4.43529987335
5 43.5 200 4.43940019608
5.5 43.5 200 4.4413599968
6 43.5 200 4.43612003326
6.5 43.5 200 4.42871999741
7 43.5 200 4.48432016373
7.5 43.5 200 4.56497001648
8 43.5 200 4.55389022827
8.5 43.5 200 4.4850897789
9 43.5 200 4.47933006287
9.5 43.5 200 4.4797501564
10 43.5 200 4.48332977295
10.5 43.5 200 4.57824993134
11 43.5 200 4.73328018188
11.5 43.5 200 4.80433988571
12 43.5 200 4.74766016006
12.5 43.5 200 4.59652996063
13 43.5 200 4.42440986633
13.5 43.5 200 4.32209014893
14 43.5 200 4.29011011124
14.5 43.5 200 4.28316020966
15 43.5 200 4.33935022354
15.5 43.5 200 4.48718976974
16 43.5 200 4.63413000107
16.5 43.5 200 4.73952007294
17 43.5 200 4.83345985413
17.5 43.5 200 4.90147018433
18 43.5 200 4.91795015335
18.5 43.5 200 4.90350008011
19 43.5 200 4.82399988174
19.5 43.5 200 4.71596002579
20 43.5 200 4.61352014542
20.5 43.5 200 4.54483985901
21 43.5 200 4.50168991089
21.5 43.5 200 4.42506980896
22 43.5 200 4.36674022675
22.5 43.5 200 4.34408998489
23 43.5 200 4.31322002411
23.5 43.5 200 4.2991900444
24 43.5 200 4.3054599762
24.5 43.5 200 4.33654022217
25 43.5 200 4.38368988037
25.5 43.5 200 4.42468976974
26 43.5 200 4.44573020935
26.5 43.5 200 4.45688009262
27 43.5 200 4.46164989471
27.5 43.5 200 4.44429016113
28 43.5 200 4.42879009247
28.5 43.5 200 4.44254016876
29 43.5 200 4.44319009781
29.5 43.5 200 4.42596006393
30 43.5 200 4.43235015869
30.5 43.5 200 4.45092010498
31 43.5 200 4.47243976593
31.5 43.5 200 4.49129009247
32 43.5 200 4.5013999939
32.5 43.5 200 4.50120019913
33 43.5 200 4.49919986725
33.5 43.5 200 4.49470996857
34 43.5 200 4.48292016983
34.5 43.5 200 4.46081018448
35 43.5 200 4.42804002762
35.5 43.5 200 4.39771986008
36 43.5 200 4.39614009857
36.5 43.5 200 4.41413021088
37 43.5 200 4.43135023117
37.5 43.5 200 4.44504976273
38 43.5 200 4.45783996582
38.5 43.5 200 4.46104001999
39 43.5 200 4.46408987045
39.5 43.5 200 4.46765995026
40 43.5 200 4.46101999283
-10 43 200 4.42517995834
-9.5 43 200 4.43035984039
-9 43 200 4.43327999115
-8.5 43 200 4.44063997269
-8 43 200 4.44108009338
-7.5 43 200 4.44388008118
-7 43 200 4.45069980621
-6.5 43 200 4.45964002609
-6 43 200 4.45299005508
-5.5 43 200 4.44623994827
-5 43 200 4.45417022705
-4.5 43 200 4.46120977402
-4 43 200 4.46933984756
-3.5 43 200 4.4745798111
-3 43 200 4.4691901207
-2.5 43 200 4.46022987366
-2 43 200 4.45028018951
-1.5 43 200 4.44722986221
-1 43 200 4.46010017395
-0.5 43 200 4.47445011139
0 43 200 4.47757005692
0.5 43 200 4.48383998871
1 43 200 4.48536014557
1.5 43 200 4.45775985718
2 43 200 4.45077991486
2.5 43 200 4.43804979324
3 43 200 4.42355012894
3.5 43 200 4.42014980316
4 43 200 4.44404983521
4.5 43 200 4.46182012558
5 43 200 4.45478010178
5.5 43 200 4.44209003448
6 43 200 4.42753982544
6.5 43 200 4.42549991608
7 43 200 4.4745798111
7.5 43 200 4.52986001968
8 43 200 4.51875019073
8.5 43 200 4.50677013397
9 43 200 4.52770996094
9.5 43 200 4.51831007004
10 43 200 4.49656009674
10.5 43 200 4.52057981491
11 43 200 4.62965011597
11.5 43 200 4.7645201683
12 43 200 4.81693983078
12.5 43 200 4.77053022385
13 43 200 4.66319990158
13.5 43 200 4.57286977768
14 43 200 4.51356983185
14.5 43 200 4.46081018448
15 43 200 4.45548009872
15.5 43 200 4.52373981476
16 43 200 4.61079978943
16.5 43 200 4.68463993073
17 43 200 4.7560801506
17.5 43 200 4.80406999588
18 43 200 4.85150003433
18.5 43 200 4.87889003754
19 43 200 4.83951997757
19.5 43 200 4.7594499588
20 43 200 4.698969841
20.5 43 200 4.67795991898
21 43 200 4.61526012421
21.5 43 200 4.50919008255
22 43 200 4.4210100174
22.5 43 200 4.32704019547
23 43 200 4.27582979202
23.5 43 200 4.29226016998
24 43 200 4.31323003769
24.5 43 200 4.35045003891
25 43 200 4.41488981247
25.5 43 200 4.4894900322
26 43 200 4.55235004425
26.5 43 200 4.57561016083
27 43 200 4.55739021301
27.5 43 200 4.47646999359
28 43 200 4.40252017975
28.5 43 200 4.4117898941
29 43 200 4.43277978897
29.5 43 200 4.41282987595
30 43 200 4.40109014511
30.5 43 200 4.39938020706
31 43 200 4.40929985046
31.5 43 200 4.42211008072
32 43 200 4.42032003403
32.5 43 200 4.42730998993
33 43 200 4.4464302063
33.5 43 200 4.46247005463
34 43 200 4.46646022797
34.5 43 200 4.45623016357
35 43 200 4.42898988724
35.5 43 200 4.40075016022
36 43 200 4.38770008087
36.5 43 200 4.38762998581
37 43 200 4.39755010605
37.5 43 200 4.40722990036
38 43 200 4.42225980759
38.5 43 200 4.4275598526
39 43 200 4.43379020691
39.5 43 200 4.44131994247
40 43 200 4.44152021408
-10 42.5 200 4.45252990723
-9.5 42.5 200 4.45268011093
-9 42.5 200 4.44248008728
-8.5 42.5 200 4.42365980148
-8 42.5 200 4.40773010254
-7.5 42.5 200 4.40854978561
-7 42.5 200 4.42130994797
-6.5 42.5 200 4.44108009338
-6 42.5 200 4.45616006851
-5.5 42.5 200 4.47217988968
-5 42.5 200 4.4796500206
-4.5 42.5 200 4.47448015213
-4 42.5 200 4.47272014618
-3.5 42.5 200 4.47946977615
-3 42.5 200 4.48270988464
-2.5 42.5 200 4.47916984558
-2 42.5 200 4.46191978455
-1.5 42.5 200 4.45421981812
-1 42.5 200 4.4629201889
-0.5 42.5 200 4.47329998016
0 42.5 200 4.48093986511
0.5 42.5 200 4.48164987564
1 42.5 200 4.47597980499
1.5 42.5 200 4.45900011063
2 42.5 200 4.46038007736
2.5 42.5 200 4.45256996155
3 42.5 200 4.44365978241
3.5 42.5 200 4.43770980835
4 42.5 200 4.43715000153
4.5 42.5 200 4.4326300621
5 42.5 200 4.42480993271
5.5 42.5 200 4.40931987762
6 42.5 200 4.40431022644
6.5 42.5 200 4.42694997787
7 42.5 200 4.46052980423
7.5 42.5 200 4.48648023605
8 42.5 200 4.51344013214
8.5 42.5 200 4.55677986145
9 42.5 200 4.56222009659
9.5 42.5 200 4.54415988922
10 42.5 200 4.49739980698
10.5 42.5 200 4.43782997131
11 42.5 200 4.49941015244
11.5 42.5 200 4.62743997574
12 42.5 200 4.69652986526
12.5 42.5 200 4.72884988785
13 42.5 200 4.72923994064
13.5 42.5 200 4.75525999069
14 42.5 200 4.73823022842
14.5 42.5 200 4.65633010864
15 42.5 200 4.59181022644
15.5 42.5 200 4.54941987991
16 42.5 200 4.51021003723
16.5 42.5 200 4.52934980392
17 42.5 200 4.61199998856
17.5 42.5 200 4.66540002823
18 42.5 200 4.72842979431
18.5 42.5 200 4.7891998291
19 42.5 200 4.77573013306
19.5 42.5 200 4.71346998215
20 42.5 200 4.70710992813
20.5 42.5 200 4.74368000031
21 42.5 200 4.73396015167
21.5 42.5 200 4.64928007126
22 42.5 200 4.51065015793
22.5 42.5 200 4.37071990967
23 42.5 200 4.35631990433
23.5 42.5 200 4.41398000717
24 42.5 200 4.45378017426
24.5 42.5 200 4.48788976669
25 42.5 200 4.53951978683
25.5 42.5 200 4.58434009552
26 42.5 200 4.61591005325
26.5 42.5 200 4.6567401886
27 42.5 200 4.64637994766
27.5 42.5 200 4.559030056
28 42.5 200 4.46066999435
28.5 42.5 200 4.44064998627
29 42.5 200 4.43515014648
29.5 42.5 200 4.40025997162
30 42.5 200 4.36597013474
30.5 42.5 200 4.33416986465
31 42.5 200 4.32454013824
31.5 42.5 200 4.3352098465
32 42.5 200 4.34111022949
32.5 42.5 200 4.35384988785
33 42.5 200 4.38358020782
33.5 42.5 200 4.41763019562
34 42.5 200 4.42816019058
34.5 42.5 200 4.41437005997
35 42.5 200 4.3883099556
35.5 42.5 200 4.3645401001
36 42.5 200 4.36375999451
36.5 42.5 200 4.37239980698
37 42.5 200 4.39370012283
37.5 42.5 200 4.41001987457
38 42.5 200 4.41445016861
38.5 42.5 200 4.41053009033
39 42.5 200 4.39999008179
39.5 42.5 200 4.40844011307
40 42.5 200 4.42095994949
-10 42 200 4.46995019913
-9.5 42 200 4.46936988831
-9 42 200 4.45283985138
-8.5 42 200 4.42361021042
-8 42 200 4.40249013901
-7.5 42 200 4.40053987503
-7 42 200 4.41184997559
-6.5 42 200 4.43846988678
-6 42 200 4.46906995773
-5.5 42 200 4.48551988602
-5 42 200 4.48564004898
-4.5 42 200 4.47755002975
-4 42 200 4.47278022766
-3.5 42 200 4.48131990433
-3 42 200 4.49595022202
-2.5 42 200 4.50068998337
-2 42 200 4.4807100296
-1.5 42 200 4.46801996231
-1 42 200 4.46609020233
-0.5 42 200 4.46961021423
0 42 200 4.47021007538
0.5 42 200 4.46589994431
1 42 200 4.47351980209
1.5 42 200 4.46747016907
2 42 200 4.46018981934
2.5 42 200 4.43701982498
3 42 200 4.41998004913
3.5 42 200 4.41269016266
4 42 200 4.40783977509
4.5 42 200 4.39688014984
5 42 200 4.39568996429
5.5 42 200 4.39130020142
6 42 200 4.38510990143
6.5 42 200 4.40740013123
7 42 200 4.43163013458
7.5 42 200 4.45719003677
8 42 200 4.51679992676
8.5 42 200 4.56174993515
9 42 200 4.53612995148
9.5 42 200 4.54536008835
10 42 200 4.52423000336
10.5 42 200 4.43409013748
11 42 200 4.44505977631
11.5 42 200 4.53906011581
12 42 200 4.61142015457
12.5 42 200 4.63331985474
13 42 200 4.62960004807
13.5 42 200 4.7022600174
14 42 200 4.72277021408
14.5 42 200 4.65790987015
15 42 200 4.59412002563
15.5 42 200 4.53211021423
16 42 200 4.44118022919
16.5 42 200 4.4220199585
17 42 200 4.50115013123
17.5 42 200 4.54984998703
18 42 200 4.57473993301
18.5 42 200 4.63529014587
19 42 200 4.66099977493
19.5 42 200 4.63166999817
20 42 200 4.63907003403
20.5 42 200 4.70466995239
21 42 200 4.74284982681
21.5 42 200 4.69180011749
22 42 200 4.57992982864
22.5 42 200 4.47184991837
23 42 200 4.47648000717
23.5 42 200 4.55157995224
24 42 200 4.58865976334
24.5 42 200 4.58747005463
25 42 200 4.59863996506
25.5 42 200 4.56269979477
26 42 200 4.47066020966
26.5 42 200 4.44948005676
27 42 200 4.49132013321
27.5 42 200 4.49657011032
28 42 200 4.46014022827
28.5 42 200 4.42577981949
29 42 200 4.41998004913
29.5 42 200 4.42166996002
30 42 200 4.38699007034
30.5 42 200 4.32220983505
31 42 200 4.27484989166
31.5 42 200 4.26495981216
32 42 200 4.30417013168
32.5 42 200 4.36113023758
33 42 200 4.40910005569
33.5 42 200 4.42858982086
34 42 200 4.4152598381
34.5 42 200 4.38157987595
35 42 200 4.34963989258
35.5 42 200 4.32248020172
36 42 200 4.32466983795
36.5 42 200 4.35609006882
37 42 200 4.39109992981
37.5 42 200 4.43120002747
38 42 200 4.4271697998
38.5 42 200 4.39382982254
39 42 200 4.35235977173
39.5 42 200 4.3451499939
40 42 200 4.37255001068
-10 41.5 200 4.47627019882
-9.5 41.5 200 4.47670984268
-9 41.5 200 4.45995998383
-8.5 41.5 200 4.431620121
-8 41.5 200 4.41013002396
-7.5 41.5 200 4.40492010117
-7 41.5 200 4.4294500351
-6.5 41.5 200 4.45559978485
-6 41.5 200 4.47649002075
-5.5 41.5 200 4.47454023361
-5 41.5 200 4.46726989746
-4.5 41.5 200 4.45984983444
-4 41.5 200 4.45371007919
-3.5 41.5 200 4.47326993942
-3 41.5 200 4.49850988388
-2.5 41.5 200 4.50837993622
-2 41.5 200 4.49611997604
-1.5 41.5 200 4.4820098877
-1 41.5 200 4.47313976288
-0.5 41.5 200 4.46814012527
0 41.5 200 4.46410989761
0.5 41.5 200 4.46291017532
1 41.5 200 4.47156000137
1.5 41.5 200 4.46174001694
2 41.5 200 4.46938991547
2.5 41.5 200 4.44552993774
3 41.5 200 4.41384983063
3.5 41.5 200 4.40532016754
4 41.5 200 4.40077018738
4.5 41.5 200 4.39250993729
5 41.5 200 4.39651012421
5.5 41.5 200 4.40419006348
6 41.5 200 4.40232992172
